x,y,z,feature_name,cell_id,transcript_id,codeword_category,qv,overlaps_nucleus,is_gene,fov_name,codeword_index,nucleus_distance,cellpose_30
1497.2188,1082.8906,20.96875,CALCOCO2,UNASSIGNED,281547991156739,custom_gene,40.0,0,True,B4,363,6.34375,0
1497.4531,1183.7344,19.390625,CD83,eeiffflm-1,281547991157977,custom_gene,40.0,1,True,B4,76,0.0,260
1491.3594,1018.3125,15.625,CDH12,UNASSIGNED,281547991157962,custom_gene,40.0,0,True,B4,37,11.34375,0
1499.2031,1073.6406,23.359375,CDKN1A,eeigmlon-1,281547991155676,custom_gene,27.0,1,True,B4,289,0.0,0
1493.5,1155.8438,24.6875,CEMIP,eeifmmnc-1,281547991156734,custom_gene,40.0,1,True,B4,7,0.0,231
1496.0938,1175.0938,22.734375,CNTFR,UNASSIGNED,281547991155589,custom_gene,39.5,0,True,B4,286,3.921875,0
1492.875,1244.2812,23.171875,CORO1A,UNASSIGNED,281547991155352,custom_gene,40.0,0,True,B4,388,6.78125,0
1489.1094,1154.5312,23.828125,DNER,eeifmmnc-1,281547991155873,custom_gene,40.0,1,True,B4,181,0.0,231
1488.6562,1215.2969,19.984375,EGFR,aafinemd-1,281547991164562,custom_gene,40.0,1,True,B4,50,0.0,312
1495.8594,1042.0156,19.5,FCGR3A,UNASSIGNED,281547991164566,custom_gene,40.0,0,True,B4,85,10.390625,0
1491.1406,1149.6719,21.5,FGFR2,eeifmmnc-1,281547991154853,custom_gene,40.0,0,True,B4,241,0.03125,231
1492.0938,1129.0469,19.71875,FGFR2,eeigoccd-1,281547991154856,custom_gene,40.0,0,True,B4,241,8.046875,0
1498.4688,1203.7344,23.296875,FLT1,eejjcdgh-1,281547991161085,custom_gene,40.0,1,True,B4,21,0.0,298
1498.9375,1203.7031,23.640625,FLT1,eejjcdgh-1,281547991161086,custom_gene,40.0,1,True,B4,21,0.0,298
1497.0,1179.8438,23.640625,GAD1,eeiffflm-1,281547991162666,custom_gene,37.25,0,True,B4,259,0.3125,260
1499.6875,1178.7812,23.453125,GAD1,eeiffflm-1,281547991162680,custom_gene,37.25,1,True,B4,259,0.0,260
1494.3125,1154.6562,21.734375,GAD2,eeifmmnc-1,281547991159842,custom_gene,40.0,1,True,B4,250,0.0,231
1491.3594,1157.6562,21.0,GAD2,eeifmmnc-1,281547991160376,custom_gene,40.0,1,True,B4,250,0.0,231
1493.8906,1154.375,22.8125,GAD2,eeifmmnc-1,281547991160377,custom_gene,20.0,1,True,B4,250,0.0,231
1489.8906,1154.8438,22.96875,GAD2,eeifmmnc-1,281547991163864,custom_gene,40.0,1,True,B4,250,0.0,231
1498.7031,1202.4375,21.953125,HSP90AA1,eejhmlkh-1,281547991155189,custom_gene,40.0,0,True,B4,77,0.109375,295
1489.7656,1106.3281,22.875,HSP90AA1,eeigoohc-1,281547991156727,custom_gene,22.0,0,True,B4,77,0.28125,167
1490.6719,1138.1094,18.109375,HSP90AA1,eeigoccd-1,281547991156728,custom_gene,22.0,1,True,B4,77,0.0,215
1499.5781,1075.0,20.6875,HSP90AA1,eeigmlon-1,281547991156743,custom_gene,26.5,1,True,B4,77,0.0,0
1488.9219,1106.5312,22.890625,HSP90AA1,UNASSIGNED,281547991157957,custom_gene,24.25,0,True,B4,77,1.125,167
1489.4688,1137.5469,18.015625,HSP90AA1,eeigoccd-1,281547991157958,custom_gene,40.0,1,True,B4,77,0.0,215
1489.875,1155.2969,22.421875,HSP90AA1,eeifmmnc-1,281547991157959,custom_gene,40.0,1,True,B4,77,0.0,231
1492.7656,1104.6719,25.0625,HSP90AA1,eeigoohc-1,281547991157963,custom_gene,27.25,1,True,B4,77,0.0,167
1492.8594,1202.4375,24.734375,HSP90AA1,eejimlla-1,281547991157964,custom_gene,40.0,0,True,B4,77,0.703125,300
1494.2344,1105.4062,25.46875,HSP90AA1,eeigoohc-1,281547991157968,custom_gene,40.0,1,True,B4,77,0.0,167
1494.7031,1131.8125,22.5625,HSP90AA1,eeigoccd-1,281547991157971,custom_gene,40.0,0,True,B4,77,6.5,0
1494.7969,1035.0312,17.28125,HSP90AA1,UNASSIGNED,281547991157972,custom_gene,40.0,0,True,B4,77,5.234375,0
1497.2188,1059.5469,21.96875,HSP90AA1,UNASSIGNED,281547991157976,custom_gene,40.0,0,True,B4,77,10.9375,0
1498.2188,1202.9688,22.9375,HSP90AA1,eejjcdgh-1,281547991157979,custom_gene,40.0,1,True,B4,77,0.0,298
1498.2031,1110.5,20.75,HSP90AA1,UNASSIGNED,281547991157980,custom_gene,40.0,0,True,B4,77,2.5,167
1499.4375,1202.2969,22.171875,HSP90AA1,eejjcdgh-1,281547991157982,custom_gene,40.0,0,True,B4,77,0.0625,298
1491.8906,1158.0469,23.359375,HSP90AA1,eeifmmnc-1,281547991165768,custom_gene,38.75,1,True,B4,77,0.0,231
1494.7031,1228.8125,22.40625,HSP90AA1,UNASSIGNED,281547991165770,custom_gene,40.0,0,True,B4,77,5.453125,0
1497.2031,1090.1406,18.875,HSP90AA1,UNASSIGNED,281547991165772,custom_gene,38.75,0,True,B4,77,10.03125,0
1497.4844,1128.6094,18.171875,HSP90AB1,eeigoccd-1,281547991160056,custom_gene,40.0,0,True,B4,166,10.734375,0
1491.1562,1204.7656,24.296875,HSP90AB1,eejimlla-1,281547991161407,custom_gene,40.0,1,True,B4,166,0.0,300
1493.5,1152.6406,23.4375,HSP90AB1,eeifmmnc-1,281547991162659,custom_gene,40.0,1,True,B4,166,0.0,231
1497.1562,1180.2656,22.671875,HSP90AB1,eeiffflm-1,281547991162668,custom_gene,40.0,1,True,B4,166,0.0,260
1498.0625,1037.2656,21.328125,HSP90AB1,UNASSIGNED,281547991162670,custom_gene,40.0,0,True,B4,166,5.21875,0
1498.5156,1039.1406,22.5,HSP90AB1,UNASSIGNED,281547991162673,custom_gene,40.0,0,True,B4,166,6.59375,0
1498.75,1199.0,20.921875,HSP90AB1,eejhmlkh-1,281547991162674,custom_gene,40.0,1,True,B4,166,0.0,295
1489.5625,1222.1406,24.25,HSP90AB1,UNASSIGNED,281547991165197,custom_gene,37.5,0,True,B4,166,2.203125,317
1495.4531,1183.0,16.953125,HSP90AB1,eeiffflm-1,281547991165201,custom_gene,37.5,0,True,B4,166,1.1875,260
1496.9844,1205.1875,22.3125,HSPA8,eejjcdgh-1,281547991160378,custom_gene,31.25,0,True,B4,367,0.65625,298
1488.2188,1178.9844,23.15625,IL6ST,eeifhbfl-1,281547991159841,custom_gene,25.5,1,True,B4,29,0.0,255
1498.75,1202.4062,21.59375,IL6ST,eejhmlkh-1,281547991159844,custom_gene,40.0,0,True,B4,29,0.125,295
1499.2344,1202.2812,21.640625,IL6ST,eejjcdgh-1,281547991166068,custom_gene,23.0,0,True,B4,29,0.1875,0
1499.7188,1075.2656,24.125,ITGAX,eeigmlon-1,281547991164571,custom_gene,40.0,1,True,B4,275,0.0,0
1491.3438,1103.375,20.265625,MYRF,eeigoohc-1,281547991156313,custom_gene,27.75,1,True,B4,185,0.0,167
1491.4531,1104.0938,18.96875,MYRF,eeigoohc-1,281547991156730,custom_gene,40.0,1,True,B4,185,0.0,167
1496.7969,1218.6406,17.53125,NNAT,eejhdaln-1,281547991159464,custom_gene,40.0,1,True,B4,371,0.0,317
1497.625,1135.7344,24.109375,OPTN,eeigoccd-1,281547991159465,custom_gene,40.0,0,True,B4,280,6.140625,0
1499.3125,1139.6875,23.90625,OPTN,UNASSIGNED,281547991159845,custom_gene,40.0,0,True,B4,280,6.921875,0
1492.5312,1243.4375,19.03125,PDGFRA,UNASSIGNED,281547991164031,custom_gene,40.0,0,True,B4,203,7.421875,0
1493.125,1243.5938,20.515625,PDGFRA,UNASSIGNED,281547991165769,custom_gene,40.0,0,True,B4,203,7.515625,0
1498.7656,1060.8125,22.953125,PLCE1,UNASSIGNED,281547991161629,custom_gene,40.0,0,True,B4,150,9.0625,0
1491.2656,1104.1562,22.1875,PTCHD4,eeigoohc-1,281547991159239,custom_gene,40.0,1,True,B4,107,0.0,167
1495.2344,1158.2188,19.078125,SDK1,eeifmmnc-1,281547991157459,custom_gene,37.5,1,True,B4,54,0.0,231
1496.9062,1028.0781,24.453125,SERPINA3,dpcieeda-1,281547991155353,custom_gene,40.0,0,True,B4,154,0.265625,0
1493.375,1129.0938,16.21875,SLC17A7,eeigoccd-1,281547991164564,custom_gene,40.0,0,True,B4,354,8.375,0
1495.3438,1132.1562,19.625,SNCG,eeigoccd-1,281547991164032,custom_gene,40.0,0,True,B4,399,6.640625,0
1490.1719,1173.1406,23.484375,SOX10,eeiegmep-1,281547991162647,custom_gene,40.0,1,True,B4,67,0.0,255
1492.25,1136.8594,18.359375,SOX10,eeigoccd-1,281547991162656,custom_gene,40.0,0,True,B4,67,1.109375,215
1499.7031,1182.0625,18.734375,TENM1,eeiffflm-1,281547991160586,custom_gene,23.5,1,True,B4,58,0.0,260
1498.2188,1132.625,20.15625,TESPA1,eeigoccd-1,281547991162037,custom_gene,40.0,0,True,B4,298,8.34375,0
1488.0938,1127.6875,15.671875,TESPA1,UNASSIGNED,281547991164934,custom_gene,20.25,0,True,B4,298,9.1875,0
1499.7969,1205.7969,22.78125,WSB1,eejjcdgh-1,281547991156744,custom_gene,40.0,0,True,B4,295,1.515625,298
1488.3594,1133.5469,17.078125,CNTN2,UNASSIGNED,281547991161624,custom_gene,13.75,0,True,B4,301,3.328125,0
1489.0469,1154.6406,26.21875,DNER,eeifmmnc-1,281547991164210,custom_gene,16.75,1,True,B4,181,0.0,231
1495.2656,1131.3594,22.34375,HSP90AA1,eeigoccd-1,281547991157973,custom_gene,11.5,0,True,B4,77,7.203125,0
1497.7969,1090.0312,19.34375,HSP90AA1,UNASSIGNED,281547991157978,custom_gene,14.5,0,True,B4,77,10.625,0
1497.5625,1202.75,21.734375,HSP90AA1,eejhmlkh-1,281547991159571,custom_gene,12.75,0,True,B4,77,0.21875,295
1498.5,1130.2344,18.359375,HSP90AB1,eeigoccd-1,281547991164381,custom_gene,17.5,0,True,B4,166,10.21875,0
1499.2031,1061.2031,23.203125,PLCE1,UNASSIGNED,281547991156742,custom_gene,12.5,0,True,B4,150,8.5,0
1489.625,1173.2812,23.75,SOX10,eeiegmep-1,281547991159069,custom_gene,15.0,1,True,B4,67,0.0,255
1491.6875,1136.6562,19.75,SOX10,eeigoccd-1,281547991161972,custom_gene,19.0,0,True,B4,67,0.859375,215
1493.8125,1284.9219,22.921875,ANO3,eekacjjn-1,281547991165393,custom_gene,38.0,1,True,B4,228,0.0,399
1495.625,1286.0781,21.296875,APP,eekacjjn-1,281547991154863,custom_gene,40.0,1,True,B4,199,0.0,399
1495.5312,1255.7656,21.921875,APP,UNASSIGNED,281547991164939,custom_gene,40.0,0,True,B4,199,2.9375,356
1497.9062,1285.6406,23.71875,APP,eekacjjn-1,281547991164942,custom_gene,40.0,1,True,B4,199,0.0,399
1488.1875,1350.9531,19.921875,AQP4,eejpdfpo-1,281547991162644,custom_gene,40.0,1,True,B4,248,0.0,495
1491.6875,1359.4688,21.453125,ATG5,eejpcjll-1,281547991164030,custom_gene,40.0,1,True,B4,392,0.0,506
1489.0312,1346.3594,19.984375,ATG7,UNASSIGNED,281547991161625,custom_gene,40.0,0,True,B4,174,3.546875,0
1489.2031,1261.7656,23.078125,BCAN,UNASSIGNED,281547991156725,custom_gene,40.0,0,True,B4,279,0.609375,356
1495.7188,1374.6094,18.453125,BCAN,UNASSIGNED,281547991156736,custom_gene,40.0,0,True,B4,279,10.046875,0
1498.6562,1286.4219,22.03125,CRYM,eekacjjn-1,281547991162038,custom_gene,38.25,1,True,B4,315,0.0,399
1497.2031,1284.6406,22.921875,HSP90AB1,eekacjjn-1,281547991160053,custom_gene,40.0,1,True,B4,166,0.0,399
1490.6562,1361.9688,21.75,HSP90AB1,eejpcjll-1,281547991162648,custom_gene,40.0,0,True,B4,166,0.828125,506
1491.6406,1356.7969,21.34375,HSP90AB1,eejpcjll-1,281547991162653,custom_gene,40.0,1,True,B4,166,0.0,506
1492.3125,1356.0,21.03125,HSP90AB1,eejpcjll-1,281547991162654,custom_gene,40.0,1,True,B4,166,0.0,506
1493.2031,1349.6406,23.1875,HSP90AB1,UNASSIGNED,281547991162657,custom_gene,40.0,0,True,B4,166,5.203125,0
1496.0625,1361.25,21.796875,HSP90AB1,eejpcjll-1,281547991162664,custom_gene,40.0,0,True,B4,166,0.484375,506
1497.2656,1282.0938,23.0625,HSP90AB1,eekacjjn-1,281547991162667,custom_gene,40.0,1,True,B4,166,0.0,399
1498.25,1347.625,22.328125,HSP90AB1,UNASSIGNED,281547991162669,custom_gene,40.0,0,True,B4,166,8.65625,0
1499.3438,1282.6875,21.703125,HSP90AB1,eekacjjn-1,281547991162676,custom_gene,40.0,0,True,B4,166,0.125,392
1499.3594,1287.1406,21.84375,HSP90AB1,eekacjjn-1,281547991162678,custom_gene,40.0,1,True,B4,166,0.0,399
1496.1719,1362.0,18.328125,MOBP,eejpcjll-1,281547991157386,custom_gene,40.0,0,True,B4,51,1.078125,506
1488.9375,1342.9219,19.203125,NES,UNASSIGNED,281547991155871,custom_gene,40.0,0,True,B4,188,6.421875,0
1490.625,1342.5625,17.265625,NNAT,UNASSIGNED,281547991159462,custom_gene,40.0,0,True,B4,371,7.5625,0
1491.0625,1281.2188,23.734375,NNAT,UNASSIGNED,281547991160784,custom_gene,40.0,0,True,B4,371,3.0,0
1495.3906,1256.0469,18.546875,OLIG1,UNASSIGNED,281547991160785,custom_gene,40.0,0,True,B4,357,2.8125,356
1498.0625,1281.2969,21.03125,OPTN,eekacjjn-1,281547991159843,custom_gene,40.0,0,True,B4,280,0.859375,392
1490.875,1260.0312,24.96875,PTPRZ1,UNASSIGNED,281547991165516,custom_gene,40.0,0,True,B4,186,1.03125,356
1497.9844,1283.8125,17.953125,SLC17A7,eekacjjn-1,281547991160057,custom_gene,36.5,1,True,B4,354,0.0,399
1498.4062,1285.5312,18.046875,SLC17A7,eekacjjn-1,281547991160880,custom_gene,40.0,1,True,B4,354,0.0,399
1490.5312,1312.6875,23.265625,SLC24A3,UNASSIGNED,281547991161627,custom_gene,40.0,0,True,B4,209,16.046875,0
1488.25,1325.0625,20.8125,SNTB2,eejpbcmo-1,281547991155870,custom_gene,40.0,0,True,B4,284,4.765625,0
1488.25,1352.1875,23.453125,SYNPR,eejpdfpo-1,281547991163929,custom_gene,40.0,1,True,B4,211,0.0,495
1492.9219,1360.9844,21.203125,TSHZ2,eejpcjll-1,281547991164312,custom_gene,39.25,1,True,B4,72,0.0,506
1490.5625,1284.5,22.75,ZDHHC23,UNASSIGNED,281547991162650,custom_gene,40.0,0,True,B4,329,1.46875,399
1494.7031,1289.2344,20.140625,GJA1,eekacjjn-1,281547991157969,custom_gene,12.5,1,True,B4,172,0.0,399
1492.4375,1273.2656,20.734375,HSP90AB1,UNASSIGNED,281547991161408,custom_gene,17.5,0,True,B4,166,8.46875,0
1487.5625,1372.9844,20.578125,HSP90AB1,UNASSIGNED,281547991165193,custom_gene,19.0,0,True,B4,166,7.71875,0
1491.0312,1362.6875,22.625,HSP90AB1,eejpcjll-1,281547991165198,custom_gene,19.5,0,True,B4,166,1.34375,506
1499.5,1283.2969,22.796875,HSP90AB1,eekacjjn-1,281547991165203,custom_gene,19.0,1,True,B4,166,0.0,399
1492.2812,1376.1562,20.671875,SOX9,UNASSIGNED,281547991163756,custom_gene,19.0,0,True,B4,365,8.390625,0
1709.0312,963.4844,19.5,ALK,dplbcgcd-1,281547991160453,custom_gene,36.25,0,True,B4,91,4.59375,0
1694.7031,982.5469,21.046875,ANO3,UNASSIGNED,281547991163888,custom_gene,40.0,0,True,B4,228,12.0625,0
1533.7969,975.09375,18.8125,APOE,UNASSIGNED,281547991160391,custom_gene,40.0,0,True,B4,189,6.828125,0
1528.0938,992.6094,23.171875,APP,UNASSIGNED,281547991154883,custom_gene,40.0,0,True,B4,199,16.625,0
1563.4219,972.125,20.515625,APP,UNASSIGNED,281547991154900,custom_gene,40.0,0,True,B4,199,8.421875,0
1567.9375,991.34375,21.234375,APP,eeimkmff-1,281547991154906,custom_gene,40.0,1,True,B4,199,0.0,50
1583.3281,979.9531,22.53125,APP,UNASSIGNED,281547991154915,custom_gene,40.0,0,True,B4,199,4.421875,0
1745.3125,982.5781,24.84375,APP,dkebbhfj-1,281547991155019,custom_gene,40.0,1,True,B4,199,0.0,37
1747.4531,982.09375,16.25,APP,dkebbhfj-1,281547991155021,custom_gene,40.0,1,True,B4,199,0.0,37
1749.0625,983.59375,22.921875,APP,dkebbhfj-1,281547991155022,custom_gene,40.0,1,True,B4,199,0.0,37
1573.6562,992.59375,25.8125,APP,eeimkmff-1,281547991155681,custom_gene,40.0,1,True,B4,199,0.0,50
1587.25,997.4531,25.78125,APP,eeinglcg-1,281547991155685,custom_gene,37.75,0,True,B4,199,1.46875,52
1703.0625,983.5469,22.96875,APP,UNASSIGNED,281547991155692,custom_gene,40.0,0,True,B4,199,11.390625,0
1746.75,980.125,17.46875,APP,dkebbhfj-1,281547991155700,custom_gene,40.0,1,True,B4,199,0.0,37
1748.6875,984.2031,22.015625,APP,dkebbhfj-1,281547991160160,custom_gene,21.0,0,True,B4,199,0.5,37
1614.9844,976.6875,22.625,AQP4,eejblhjf-1,281547991155610,custom_gene,40.0,0,True,B4,248,1.9375,36
1629.1406,992.5781,21.203125,AQP4,UNASSIGNED,281547991161142,custom_gene,40.0,0,True,B4,248,6.984375,0
1646.7031,991.2656,17.453125,AQP4,UNASSIGNED,281547991161152,custom_gene,40.0,0,True,B4,248,2.8125,0
1655.8125,979.0781,16.65625,AQP4,UNASSIGNED,281547991161154,custom_gene,40.0,0,True,B4,248,7.375,0
1664.6875,982.59375,23.109375,AQP4,mpdgobdi-1,281547991161160,custom_gene,27.5,1,True,B4,248,0.0,43
1694.1094,956.90625,20.46875,AQP4,UNASSIGNED,281547991161176,custom_gene,40.0,0,True,B4,248,4.609375,7
1710.1406,958.6719,18.125,AQP4,UNASSIGNED,281547991161185,custom_gene,40.0,0,True,B4,248,4.53125,0
1504.875,965.7344,20.375,AQP4,UNASSIGNED,281547991162693,custom_gene,37.5,0,True,B4,248,6.515625,0
1556.4531,969.8594,18.953125,AQP4,UNASSIGNED,281547991162830,custom_gene,40.0,0,True,B4,248,3.09375,13
1563.0312,956.40625,18.65625,AQP4,UNASSIGNED,281547991162851,custom_gene,40.0,0,True,B4,248,9.125,0
1610.8594,975.03125,21.0625,AQP4,UNASSIGNED,281547991162949,custom_gene,37.5,0,True,B4,248,3.359375,36
1615.8125,976.2344,23.03125,AQP4,eejblhjf-1,281547991162962,custom_gene,40.0,0,True,B4,248,2.65625,36
1666.3906,990.7031,21.015625,AQP4,UNASSIGNED,281547991163084,custom_gene,40.0,0,True,B4,248,5.59375,43
1744.2656,981.0,24.5,AQP4,dkebbhfj-1,281547991163268,custom_gene,40.0,1,True,B4,248,0.0,37
1534.7344,965.65625,23.828125,BCAN,UNASSIGNED,281547991156818,custom_gene,40.0,0,True,B4,279,4.0,0
1610.9062,977.875,24.59375,BCAN,eejblhjf-1,281547991156930,custom_gene,40.0,0,True,B4,279,0.59375,36
1552.4844,989.6406,19.453125,C1orf162,eeiligij-1,281547991160794,custom_gene,40.0,0,True,B4,378,2.375,47
1520.5781,985.1719,16.859375,CALCOCO2,UNASSIGNED,281547991156786,custom_gene,40.0,0,True,B4,363,18.0625,48
1622.5625,973.6719,22.5,CALCOCO2,eejbonlm-1,281547991156938,custom_gene,40.0,0,True,B4,363,0.421875,24
1519.8281,985.1094,18.0,CALCOCO2,UNASSIGNED,281547991160070,custom_gene,27.25,0,True,B4,363,17.859375,48
1521.2344,985.25,18.828125,CALCOCO2,UNASSIGNED,281547991161881,custom_gene,20.75,0,True,B4,363,18.25,48
1696.3438,967.8125,23.359375,CALCOCO2,eegbnpdb-1,281547991161910,custom_gene,40.0,1,True,B4,363,0.0,21
1573.3594,991.625,23.578125,CALCRL,eeimkmff-1,281547991160407,custom_gene,40.0,1,True,B4,269,0.0,50
1602.0,963.2656,20.109375,CCK,UNASSIGNED,281547991155950,custom_gene,40.0,0,True,B4,114,17.375,0
1565.4531,984.1406,22.59375,CD163,UNASSIGNED,281547991166003,custom_gene,40.0,0,True,B4,272,3.671875,47
1568.0156,989.6406,25.90625,CD163,eeimkmff-1,281547991166005,custom_gene,40.0,1,True,B4,272,0.0,50
1740.8438,981.40625,21.953125,CD163,dkebfmgg-1,281547991166028,custom_gene,40.0,0,True,B4,272,0.5,28
1538.2812,973.8125,23.8125,CD36,UNASSIGNED,281547991159259,custom_gene,40.0,0,True,B4,325,2.609375,27
1583.6719,984.0625,23.390625,CD36,UNASSIGNED,281547991160686,custom_gene,40.0,0,True,B4,325,2.640625,45
1556.0781,987.15625,20.078125,CD68,eeilapnd-1,281547991156270,custom_gene,36.5,1,True,B4,117,0.0,47
1564.5469,990.0781,21.484375,CD68,eeimkmff-1,281547991161114,custom_gene,40.0,0,True,B4,117,1.578125,50
1569.8906,997.4844,25.609375,CD68,eeinmfji-1,281547991161117,custom_gene,40.0,1,True,B4,117,0.0,58
1570.625,998.8594,22.75,CD68,eeinmfji-1,281547991161118,custom_gene,40.0,1,True,B4,117,0.0,58
1712.4531,992.9375,18.421875,CD68,UNASSIGNED,281547991161187,custom_gene,40.0,0,True,B4,117,8.65625,0
1605.6719,982.03125,21.796875,CDKN1A,UNASSIGNED,281547991154928,custom_gene,40.0,0,True,B4,289,1.46875,36
1588.9688,986.15625,22.921875,CDKN1A,eeililnk-1,281547991158190,custom_gene,37.0,1,True,B4,289,0.0,45
1630.5,976.5156,21.734375,CDKN2A,UNASSIGNED,281547991155213,custom_gene,40.0,0,True,B4,380,7.015625,0
1579.0625,995.8594,22.828125,CHMP4B,eeinjdic-1,281547991156881,custom_gene,40.0,0,True,B4,339,1.609375,52
1579.6719,996.5469,23.078125,CHMP4B,eeinjdic-1,281547991159001,custom_gene,30.75,0,True,B4,339,1.953125,52
1578.4844,995.75,22.6875,CHMP4B,eeinjdic-1,281547991159730,custom_gene,40.0,0,True,B4,339,1.765625,52
1579.8906,997.0781,23.453125,CHMP4B,eeinjdic-1,281547991159731,custom_gene,40.0,0,True,B4,339,2.328125,52
1509.5938,988.0781,21.484375,CORO1A,UNASSIGNED,281547991160590,custom_gene,30.0,0,True,B4,388,14.328125,48
1591.625,984.34375,20.359375,CORO1A,eeililnk-1,281547991165404,custom_gene,40.0,1,True,B4,388,0.0,45
1521.3125,987.3281,19.4375,CTSD,UNASSIGNED,281547991162745,custom_gene,40.0,0,True,B4,31,16.40625,48
1536.2812,966.09375,19.671875,CTSD,UNASSIGNED,281547991162776,custom_gene,40.0,0,True,B4,31,5.5,0
1510.3594,985.25,22.234375,CXCL14,UNASSIGNED,281547991159248,custom_gene,40.0,0,True,B4,147,16.921875,48
1743.9531,981.2031,18.015625,CXCL14,dkebbhfj-1,281547991159378,custom_gene,40.0,0,True,B4,147,0.21875,37
1744.4531,981.0,19.15625,CXCL14,dkebbhfj-1,281547991161924,custom_gene,33.0,1,True,B4,147,0.0,37
1726.6875,997.84375,20.421875,CXCR4,dkdghohe-1,281547991161751,custom_gene,40.0,0,True,B4,16,0.390625,60
1693.7031,996.6094,25.125,CXCR4,eefmicja-1,281547991165872,custom_gene,39.75,1,True,B4,16,0.0,53
1662.7031,975.25,21.96875,CYTIP,UNASSIGNED,281547991165415,custom_gene,39.75,0,True,B4,306,5.765625,0
1580.8594,996.6719,23.90625,DCN,eeinjdic-1,281547991156885,custom_gene,40.0,0,True,B4,97,1.75,52
1589.1094,993.2031,21.078125,DCN,eeinjdic-1,281547991156902,custom_gene,40.0,0,True,B4,97,0.640625,52
1680.2344,970.0469,20.59375,DCN,UNASSIGNED,281547991157025,custom_gene,40.0,0,True,B4,97,4.21875,0
1585.6094,994.6406,23.109375,DCN,eeinjdic-1,281547991160687,custom_gene,30.5,1,True,B4,97,0.0,52
1576.6562,990.9375,21.96875,DCN,eeinjdic-1,281547991164974,custom_gene,40.0,0,True,B4,97,1.15625,52
1579.6406,992.0469,18.75,DCN,eeinjdic-1,281547991164976,custom_gene,20.75,1,True,B4,97,0.0,52
1580.0781,991.78125,17.625,DCN,eeinjdic-1,281547991165820,custom_gene,40.0,1,True,B4,97,0.0,52
